,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
5828,8272486,0,1,3,7/31/2020,11016.57,1,0,56611.79901,0,1,0,0,1,3,49,BURNABY                                                                                             ,
5829,8275630,1,0,3,12/23/2020,1751.64,2,0,,0,0,0,0,1,0,105,VANCOUVER                                                                                           ,
5830,8276898,1,0,3,4/21/2020,427686.6713,3,1,,1,1,0,1,1,14,70,LANGLEY                                                                                             ,
5831,8278659,0,1,3,8/29/2020,898.91,1,0,,0,0,0,0,1,102,45,VICTORIA                                                                                            ,
5832,8279439,0,0,3,8/29/2020,760.8,1,1,,0,1,1908.01988,0,1,30,59,VANCOUVER                                                                                           ,
5833,8280379,1,0,3,4/6/2020,429143.9626,1,0,,0,0,0,1,1,1,59,WEST VANCOUVER                                                                                      ,
5834,8283779,0,0,3,12/4/2020,7.52,1,0,,1,0,0,0,1,11,45,PORT MOODY                                                                                          ,
5835,8286138,0,0,3,6/10/2020,3348.44,4,0,,0,1,0,0,1,44,40,DELTA                                                                                               ,
5836,8286218,0,0,3,5/4/2020,519853.6405,1,1,,1,1,464.328374,1,1,30,70,ABBOTSFORD                                                                                          ,
5837,8287366,1,0,3,1/6/2021,7.33,2,0,,0,1,0,0,1,0,51,NEW WESTMINSTER                                                                                     ,
5838,8288464,0,0,3,7/8/2020,7463.24,3,1,,1,0,0,0,1,29,56,SURREY                                                                                              ,
5839,8288941,0,0,3,7/2/2020,1945,1,0,,0,1,0,0,1,0,41,BURNABY                                                                                             ,
5840,8290629,0,0,3,9/11/2020,14,1,0,,0,1,0,0,1,0,67,DELTA                                                                                               ,
5841,8292084,0,0,3,11/3/2020,0.01,1,0,,0,1,2025.728264,0,1,0,55,BURNABY                                                                                             ,
5842,8293926,0,0,3,6/18/2020,200,1,1,,1,1,0,0,1,0,44,VICTORIA                                                                                            ,
5843,8304984,0,0,3,5/5/2020,448831.66,2,1,,0,1,219.5860268,0,1,0,48,BURNABY                                                                                             ,
5844,8305985,0,1,3,8/17/2020,4.86,1,1,,1,0,0,0,1,0,62,PORT MOODY                                                                                          ,
5845,8306021,0,0,3,7/17/2020,24.19,1,1,,0,0,0,0,1,20,37,VANCOUVER                                                                                           ,
5846,8307008,0,1,3,8/25/2020,7864.46,1,0,,0,0,0,0,1,0,56,LETHBRIDGE                                                                                          ,
5847,8308853,0,0,3,6/15/2020,436833.4574,2,1,,0,1,1609.954472,1,1,47,72,VANCOUVER                                                                                           ,
5848,8309313,1,0,3,11/5/2020,369.15,1,1,,0,1,2131.17697,0,1,71,59,SURREY                                                                                              ,
5849,8310246,0,0,3,7/30/2020,5581.73,2,0,,0,1,2304.445097,0,1,10,59,LANGLEY                                                                                             ,
5850,8310410,0,1,3,7/22/2020,277447.68,2,0,,0,1,1948.123828,0,1,1,80,CHILLIWACK                                                                                          ,
5851,8310965,0,0,3,6/30/2020,0,1,1,,0,0,0,0,1,0,59,SURREY                                                                                              ,
5852,8311344,0,0,3,8/17/2020,246271.28,2,1,,0,1,0,0,1,0,52,WEST VANCOUVER                                                                                      ,
5853,8312317,0,0,3,7/16/2020,87844.58,3,0,,0,0,0,0,1,17,52,COQUITLAM                                                                                           ,
5854,8322318,1,0,3,5/8/2020,432526.2952,3,0,,0,1,0,1,1,24,52,VANCOUVER                                                                                           ,
5855,8323122,1,0,3,2/17/2021,50.38,2,1,,0,1,0,0,1,0,47,BURNABY                                                                                             ,
5856,8323999,0,0,3,8/11/2020,6004.1,2,0,,0,1,0,0,1,1,61,BURNABY                                                                                             ,
5857,8325961,1,0,3,2/4/2021,209491.33,3,1,,0,0,0,0,1,1,89,SURREY                                                                                              ,
5858,8326314,1,0,3,4/21/2020,250000,2,1,,0,1,879.7204202,0,1,0,78,BURNABY                                                                                             ,
5859,8327311,0,0,3,12/17/2020,182.81,1,0,122389.372,1,1,681.2450493,0,1,23,61,VANCOUVER                                                                                           ,
5860,8327321,0,1,3,7/8/2020,1100,1,1,,0,1,0,0,1,0,40,ABBOTSFORD                                                                                          ,
5861,8329039,1,0,3,5/8/2020,413246.61,3,1,,1,1,0,1,1,1,39,VANCOUVER                                                                                           ,
5862,8329187,0,0,3,1/5/2021,4124.31,2,0,,0,1,0,0,1,9,30,BURNABY                                                                                             ,
5863,8332576,1,0,3,4/21/2020,450862.3425,1,1,,1,1,790.2450133,1,1,21,53,BURNABY                                                                                             ,
5864,8333603,1,0,3,12/24/2020,511.79,2,0,,1,0,0,0,1,3,39,COQUITLAM                                                                                           ,
5865,8333815,0,0,3,6/22/2020,1586.46,2,0,,0,1,1067.347778,0,1,15,52,VANCOUVER                                                                                           ,
5866,8334342,0,1,3,7/13/2020,229022.27,2,1,,0,1,0,0,1,0,60,CHILLIWACK                                                                                          ,
5867,8335887,0,0,3,9/3/2020,31550.76,1,0,,0,1,0,0,1,2,36,ABBOTSFORD                                                                                          ,
5868,8341554,0,0,3,5/30/2020,496555.722,2,1,,0,1,0,1,1,1,63,LANGLEY                                                                                             ,
5869,8342879,0,0,3,2/2/2021,818081.39,2,1,,0,1,194.8497028,0,1,1,59,MISSION                                                                                             ,
5870,8343544,0,0,3,5/14/2020,459890.9257,1,0,,0,1,1744.058465,1,1,0,50,SURREY                                                                                              ,
5871,8343810,1,0,3,4/9/2020,823.08,1,0,,0,0,0,0,1,40,59,FERNIE                                                                                              ,
5872,8344111,0,0,3,4/23/2020,55525.33,2,1,,0,1,1872.193506,0,1,29,47,CHILLIWACK                                                                                          ,
5873,8344651,1,0,3,12/2/2020,285784.51,4,0,,0,0,0,0,1,0,57,VANCOUVER                                                                                           ,
5874,8345242,0,0,3,5/15/2020,481586.1073,2,0,,0,1,1367.765588,1,1,74,75,DELTA                                                                                               ,
5875,8345828,1,0,3,5/8/2020,950044.2,2,1,,1,1,709.4527525,0,1,0,66,RICHMOND                                                                                            ,
5876,8346158,0,0,3,7/7/2020,3662.1,2,1,,0,0,0,0,1,17,67,VANCOUVER                                                                                           ,
5877,8347236,0,0,3,5/28/2020,3.46,1,0,,0,1,0,0,1,0,61,BURNABY                                                                                             ,
5878,8348156,0,0,3,11/2/2020,1420.49,2,0,255573.4868,1,1,0,0,1,38,54,NORTH VANCOUVER                                                                                     ,
5879,8348769,1,0,3,4/13/2020,437741.2616,1,0,,0,1,0,1,1,0,59,BURNABY                                                                                             ,
5880,8348852,0,0,3,8/13/2020,352.75,1,0,,0,0,0,0,1,0,43,VANCOUVER                                                                                           ,
5881,8352081,0,0,3,6/22/2020,223106.67,3,0,,0,1,2162.108301,0,1,0,72,VANCOUVER                                                                                           ,
5882,8352668,0,1,3,7/9/2020,1.27,1,1,,0,1,0,0,1,0,51,VANCOUVER                                                                                           ,
5883,8353635,1,0,3,2/11/2021,442941.98,3,1,,0,1,2128.953768,0,1,8,44,LANGLEY                                                                                             ,
5884,8354109,0,1,3,8/5/2020,260.59,1,1,,0,1,2319.257936,0,1,3,42,BURNABY                                                                                             ,
5885,8354129,0,0,3,4/11/2020,684025.3867,5,1,,0,1,2153.655147,1,1,3,65,LANGLEY                                                                                             ,
